Email_ID,User_ID,Campaign_Name,Send_Date,Email_Subject,Device_Type,Open_Status,Click_Status,Bounce_Type,Unsubscribe,Spam_Report,Revenue
EID_0207,UID_174,Flash_Sale,1/9/2024 14:00,Check Out New Arrivals,Tablet,Opened,Clicked,None,0,0,18.54
EID_0208,UID_279,Holiday_Deals,1/9/2024 15:00,Don't Miss This Deal!,Tablet,Opened,Not Clicked,None,0,0,100.01
EID_0209,UID_054,Holiday_Deals,1/9/2024 16:00,Check Out New Arrivals,Tablet,Opened,Not Clicked,None,0,0,68.39
EID_0210,UID_292,New_Arrival,1/9/2024 17:00,Final Hours!,Mobile,Opened,Clicked,None,0,0,155.5
EID_0211,UID_084,Spring_Sale,1/9/2024 18:00,Weekly Newsletter,Desktop,Not Opened,Clicked,None,0,0,71.5
EID_0212,UID_072,Holiday_Deals,1/9/2024 19:00,Don't Miss This Deal!,Tablet,Opened,Clicked,None,0,0,139.16
EID_0213,UID_040,Flash_Sale,1/9/2024 20:00,Exclusive Offer Inside!,Tablet,Not Opened,Not Clicked,None,0,0,245.68
EID_0214,UID_030,New_Arrival,1/9/2024 21:00,Don't Miss This Deal!,Mobile,Opened,Not Clicked,None,0,0,203.87
EID_0215,UID_020,New_Arrival,1/9/2024 22:00,Don't Miss This Deal!,Desktop,Opened,Clicked,None,0,0,133.1
EID_0216,UID_294,New_Arrival,1/9/2024 23:00,Exclusive Offer Inside!,Mobile,Opened,Not Clicked,Hard Bounce,0,0,27.22
EID_0217,UID_002,Flash_Sale,1/10/2024 0:00,Don't Miss This Deal!,Tablet,Opened,Clicked,None,0,0,3.98
EID_0218,UID_134,Newsletter,1/10/2024 1:00,Don't Miss This Deal!,Tablet,Opened,Not Clicked,None,0,0,213.5
EID_0219,UID_082,New_Arrival,1/10/2024 2:00,Final Hours!,Mobile,Not Opened,Not Clicked,None,0,0,65.66
EID_0220,UID_164,Holiday_Deals,1/10/2024 3:00,Exclusive Offer Inside!,Mobile,Opened,Clicked,None,0,0,259.63
EID_0221,UID_078,New_Arrival,1/10/2024 4:00,Check Out New Arrivals,Mobile,Not Opened,Not Clicked,None,0,0,24.36
EID_0222,UID_026,Newsletter,1/10/2024 5:00,Don't Miss This Deal!,Desktop,Not Opened,Clicked,None,0,0,166.11
EID_0223,UID_098,Holiday_Deals,1/10/2024 6:00,Don't Miss This Deal!,Tablet,Not Opened,Clicked,Soft Bounce,0,1,144.88
EID_0224,UID_118,Holiday_Deals,1/10/2024 7:00,Final Hours!,Mobile,Opened,Clicked,None,0,0,231.44
EID_0225,UID_082,Holiday_Deals,1/10/2024 8:00,Don't Miss This Deal!,Desktop,Opened,Not Clicked,None,0,0,268
EID_0226,UID_145,New_Arrival,1/10/2024 9:00,Final Hours!,Tablet,Opened,Not Clicked,None,0,0,102.19
EID_0227,UID_287,New_Arrival,1/10/2024 10:00,Final Hours!,Mobile,Not Opened,Clicked,None,0,1,11.2
EID_0228,UID_159,Holiday_Deals,1/10/2024 11:00,Don't Miss This Deal!,Mobile,Opened,Clicked,None,1,0,55.05
EID_0229,UID_013,Newsletter,1/10/2024 12:00,Don't Miss This Deal!,Tablet,Not Opened,Not Clicked,Hard Bounce,0,1,42.82
EID_0230,UID_091,Spring_Sale,1/10/2024 13:00,Don't Miss This Deal!,Tablet,Opened,Clicked,None,0,0,27.75
EID_0231,UID_093,Holiday_Deals,1/10/2024 14:00,Exclusive Offer Inside!,Mobile,Not Opened,Not Clicked,Soft Bounce,0,0,83.6
EID_0232,UID_039,Newsletter,1/10/2024 15:00,Weekly Newsletter,Tablet,Opened,Not Clicked,None,0,0,173.75
EID_0233,UID_008,Newsletter,1/10/2024 16:00,Weekly Newsletter,Desktop,Opened,Clicked,None,0,0,127.29
EID_0234,UID_107,Newsletter,1/10/2024 17:00,Final Hours!,Mobile,Opened,Not Clicked,None,0,0,258.35
EID_0235,UID_166,Holiday_Deals,1/10/2024 18:00,Exclusive Offer Inside!,Tablet,Opened,Not Clicked,None,0,0,140.89
EID_0236,UID_015,Holiday_Deals,1/10/2024 19:00,Exclusive Offer Inside!,Mobile,Opened,Clicked,None,0,0,86.28
EID_0237,UID_114,Spring_Sale,1/10/2024 20:00,Check Out New Arrivals,Desktop,Not Opened,Not Clicked,None,0,0,283.42
EID_0238,UID_129,Newsletter,1/10/2024 21:00,Check Out New Arrivals,Mobile,Opened,Clicked,Hard Bounce,0,0,5.78
EID_0239,UID_131,New_Arrival,1/10/2024 22:00,Weekly Newsletter,Desktop,Not Opened,Not Clicked,None,0,0,193.98
EID_0240,UID_038,Flash_Sale,1/10/2024 23:00,Exclusive Offer Inside!,Desktop,Not Opened,Clicked,None,0,0,47.1
EID_0241,UID_063,Flash_Sale,1/11/2024 0:00,Don't Miss This Deal!,Desktop,Opened,Clicked,Hard Bounce,0,1,150.55
EID_0242,UID_015,Newsletter,1/11/2024 1:00,Final Hours!,Desktop,Opened,Clicked,Soft Bounce,0,0,276.88
EID_0243,UID_062,Flash_Sale,1/11/2024 2:00,Check Out New Arrivals,Desktop,Not Opened,Not Clicked,None,0,0,58.2
EID_0244,UID_082,Flash_Sale,1/11/2024 3:00,Don't Miss This Deal!,Mobile,Opened,Not Clicked,None,0,1,92.61
EID_0245,UID_038,Holiday_Deals,1/11/2024 4:00,Final Hours!,Mobile,Not Opened,Not Clicked,None,1,0,103.71
EID_0246,UID_223,Holiday_Deals,1/11/2024 5:00,Exclusive Offer Inside!,Tablet,Not Opened,Clicked,Hard Bounce,0,0,285.03
EID_0247,UID_007,Spring_Sale,1/11/2024 6:00,Check Out New Arrivals,Desktop,Opened,Clicked,None,0,0,191.03
EID_0248,UID_072,Newsletter,1/11/2024 7:00,Check Out New Arrivals,Tablet,Not Opened,Not Clicked,None,0,0,76.82
EID_0249,UID_242,Flash_Sale,1/11/2024 8:00,Weekly Newsletter,Desktop,Opened,Clicked,None,0,0,220.99
EID_0250,UID_225,Holiday_Deals,1/11/2024 9:00,Check Out New Arrivals,Desktop,Not Opened,Clicked,None,0,0,55.01
EID_0251,UID_052,Flash_Sale,1/11/2024 10:00,Exclusive Offer Inside!,Tablet,Not Opened,Not Clicked,None,0,0,51.28
EID_0252,UID_260,Flash_Sale,1/11/2024 11:00,Weekly Newsletter,Mobile,Opened,Clicked,None,0,0,75.92
EID_0253,UID_129,New_Arrival,1/11/2024 12:00,Final Hours!,Tablet,Opened,Clicked,None,0,0,283.38
EID_0254,UID_105,Newsletter,1/11/2024 13:00,Check Out New Arrivals,Tablet,Opened,Not Clicked,None,0,0,68.18
EID_0255,UID_127,Holiday_Deals,1/11/2024 14:00,Weekly Newsletter,Desktop,Opened,Clicked,None,0,0,201.76
EID_0256,UID_127,Holiday_Deals,1/11/2024 15:00,Exclusive Offer Inside!,Mobile,Opened,Not Clicked,None,0,0,154.32
EID_0257,UID_095,New_Arrival,1/11/2024 16:00,Exclusive Offer Inside!,Mobile,Opened,Clicked,None,0,0,42.63
EID_0258,UID_166,Holiday_Deals,1/11/2024 17:00,Don't Miss This Deal!,Desktop,Not Opened,Clicked,None,0,0,210.4
EID_0259,UID_114,New_Arrival,1/11/2024 18:00,Weekly Newsletter,Tablet,Opened,Clicked,None,0,0,109.5
EID_0260,UID_053,Newsletter,1/11/2024 19:00,Final Hours!,Tablet,Not Opened,Not Clicked,None,0,0,267.94
EID_0261,UID_259,Spring_Sale,1/11/2024 20:00,Exclusive Offer Inside!,Tablet,Opened,Not Clicked,None,0,0,4.67
EID_0262,UID_225,Flash_Sale,1/11/2024 21:00,Exclusive Offer Inside!,Tablet,Opened,Clicked,None,0,0,108.36
EID_0263,UID_015,Spring_Sale,1/11/2024 22:00,Don't Miss This Deal!,Mobile,Opened,Not Clicked,None,0,0,114.51
EID_0264,UID_003,New_Arrival,1/11/2024 23:00,Weekly Newsletter,Mobile,Not Opened,Not Clicked,Hard Bounce,0,0,184.89
EID_0265,UID_239,Flash_Sale,1/12/2024 0:00,Final Hours!,Mobile,Opened,Not Clicked,None,0,0,175.24
EID_0266,UID_161,Flash_Sale,1/12/2024 1:00,Check Out New Arrivals,Mobile,Not Opened,Clicked,Soft Bounce,0,0,211.39
EID_0267,UID_289,Newsletter,1/12/2024 2:00,Don't Miss This Deal!,Mobile,Opened,Not Clicked,None,0,0,291.3
EID_0268,UID_260,Flash_Sale,1/12/2024 3:00,Exclusive Offer Inside!,Mobile,Opened,Not Clicked,None,1,0,266.37
EID_0269,UID_224,Flash_Sale,1/12/2024 4:00,Check Out New Arrivals,Tablet,Opened,Clicked,None,0,0,81.56
EID_0270,UID_234,New_Arrival,1/12/2024 5:00,Weekly Newsletter,Desktop,Not Opened,Not Clicked,None,0,0,96.63
EID_0271,UID_220,New_Arrival,1/12/2024 6:00,Don't Miss This Deal!,Tablet,Not Opened,Clicked,None,0,0,99.68
EID_0272,UID_248,New_Arrival,1/12/2024 7:00,Final Hours!,Tablet,Not Opened,Clicked,None,0,0,250.33
EID_0273,UID_107,Flash_Sale,1/12/2024 8:00,Exclusive Offer Inside!,Mobile,Opened,Not Clicked,None,0,0,0.35
EID_0274,UID_220,Newsletter,1/12/2024 9:00,Exclusive Offer Inside!,Mobile,Opened,Clicked,Hard Bounce,0,0,28.27
EID_0275,UID_112,New_Arrival,1/12/2024 10:00,Final Hours!,Desktop,Opened,Not Clicked,None,0,0,26.36
EID_0276,UID_022,Flash_Sale,1/12/2024 11:00,Exclusive Offer Inside!,Mobile,Not Opened,Not Clicked,None,1,0,50.62
EID_0277,UID_159,New_Arrival,1/12/2024 12:00,Check Out New Arrivals,Tablet,Opened,Not Clicked,None,0,0,166.21
EID_0278,UID_188,Newsletter,1/12/2024 13:00,Weekly Newsletter,Desktop,Not Opened,Clicked,None,0,0,45.36
EID_0279,UID_288,Flash_Sale,1/12/2024 14:00,Exclusive Offer Inside!,Mobile,Opened,Not Clicked,None,0,0,240.93
EID_0280,UID_071,New_Arrival,1/12/2024 15:00,Don't Miss This Deal!,Mobile,Opened,Not Clicked,None,0,0,244.29
EID_0281,UID_225,Newsletter,1/12/2024 16:00,Check Out New Arrivals,Desktop,Opened,Not Clicked,Hard Bounce,0,0,104.15
EID_0282,UID_078,New_Arrival,1/12/2024 17:00,Don't Miss This Deal!,Tablet,Not Opened,Not Clicked,Soft Bounce,0,0,64.41
EID_0283,UID_190,Spring_Sale,1/12/2024 18:00,Weekly Newsletter,Mobile,Not Opened,Not Clicked,None,0,0,43.14
EID_0284,UID_249,Flash_Sale,1/12/2024 19:00,Weekly Newsletter,Desktop,Opened,Not Clicked,None,0,0,160.71
EID_0285,UID_217,Holiday_Deals,1/12/2024 20:00,Exclusive Offer Inside!,Tablet,Opened,Not Clicked,None,0,0,146.1
EID_0286,UID_224,Flash_Sale,1/12/2024 21:00,Exclusive Offer Inside!,Mobile,Opened,Not Clicked,None,0,0,1.78
EID_0287,UID_028,Spring_Sale,1/12/2024 22:00,Exclusive Offer Inside!,Tablet,Not Opened,Clicked,None,0,0,92.31
EID_0288,UID_017,Holiday_Deals,1/12/2024 23:00,Check Out New Arrivals,Desktop,Opened,Clicked,None,0,0,150.24
EID_0289,UID_136,Holiday_Deals,1/13/2024 0:00,Don't Miss This Deal!,Tablet,Not Opened,Not Clicked,None,0,0,45.82
EID_0290,UID_294,New_Arrival,1/13/2024 1:00,Final Hours!,Tablet,Opened,Clicked,None,0,0,82.55
EID_0291,UID_256,Holiday_Deals,1/13/2024 2:00,Check Out New Arrivals,Desktop,Opened,Clicked,Hard Bounce,0,0,221.9
EID_0292,UID_192,Flash_Sale,1/13/2024 3:00,Final Hours!,Desktop,Not Opened,Not Clicked,None,0,0,115.43
EID_0293,UID_229,Newsletter,1/13/2024 4:00,Final Hours!,Tablet,Opened,Not Clicked,None,0,0,51.11
EID_0294,UID_090,Spring_Sale,1/13/2024 5:00,Final Hours!,Mobile,Opened,Clicked,None,0,0,238.68
EID_0295,UID_287,New_Arrival,1/13/2024 6:00,Exclusive Offer Inside!,Desktop,Opened,Not Clicked,Hard Bounce,0,0,190.89
EID_0296,UID_212,Newsletter,1/13/2024 7:00,Final Hours!,Tablet,Opened,Not Clicked,None,0,0,188.05
EID_0297,UID_114,Holiday_Deals,1/13/2024 8:00,Don't Miss This Deal!,Desktop,Opened,Clicked,None,0,0,24.46
EID_0298,UID_185,New_Arrival,1/13/2024 9:00,Exclusive Offer Inside!,Mobile,Opened,Not Clicked,None,0,0,122.97
EID_0299,UID_257,New_Arrival,1/13/2024 10:00,Don't Miss This Deal!,Desktop,Opened,Not Clicked,None,0,0,72.81
EID_0300,UID_090,Spring_Sale,1/13/2024 11:00,Weekly Newsletter,Tablet,Opened,Clicked,None,0,0,178.99
EID_0301,UID_285,Spring_Sale,1/13/2024 12:00,Don't Miss This Deal!,Desktop,Not Opened,Clicked,None,0,0,16.87
EID_0302,UID_066,New_Arrival,1/13/2024 13:00,Final Hours!,Mobile,Opened,Not Clicked,None,0,0,202.91
EID_0303,UID_278,New_Arrival,1/13/2024 14:00,Weekly Newsletter,Mobile,Opened,Clicked,None,0,0,177.35
EID_0304,UID_029,Holiday_Deals,1/13/2024 15:00,Final Hours!,Mobile,Opened,Not Clicked,None,0,0,114.87
EID_0305,UID_009,Holiday_Deals,1/13/2024 16:00,Check Out New Arrivals,Tablet,Opened,Clicked,None,0,0,123.75
EID_0306,UID_297,Flash_Sale,1/13/2024 17:00,Final Hours!,Tablet,Opened,Not Clicked,None,0,0,138.21
EID_0307,UID_021,New_Arrival,1/13/2024 18:00,Weekly Newsletter,Tablet,Not Opened,Clicked,None,0,0,69.03
EID_0308,UID_249,Holiday_Deals,1/13/2024 19:00,Final Hours!,Tablet,Not Opened,Not Clicked,None,0,0,135.54
EID_0309,UID_096,Spring_Sale,1/13/2024 20:00,Weekly Newsletter,Desktop,Opened,Not Clicked,None,0,0,124.92
EID_0310,UID_111,Flash_Sale,1/13/2024 21:00,Check Out New Arrivals,Desktop,Not Opened,Clicked,None,0,0,213.8
EID_0311,UID_236,Newsletter,1/13/2024 22:00,Final Hours!,Desktop,Opened,Clicked,None,0,0,136.86
EID_0312,UID_040,Flash_Sale,1/13/2024 23:00,Weekly Newsletter,Tablet,Opened,Clicked,None,1,0,164.65
EID_0313,UID_282,Spring_Sale,1/14/2024 0:00,Weekly Newsletter,Tablet,Opened,Not Clicked,None,0,0,145.27
EID_0314,UID_176,New_Arrival,1/14/2024 1:00,Weekly Newsletter,Mobile,Opened,Not Clicked,None,0,0,193.99
EID_0315,UID_126,Newsletter,1/14/2024 2:00,Weekly Newsletter,Tablet,Opened,Not Clicked,None,0,0,93.64
EID_0316,UID_205,Flash_Sale,1/14/2024 3:00,Final Hours!,Tablet,Opened,Clicked,None,0,0,20.07
EID_0317,UID_224,Holiday_Deals,1/14/2024 4:00,Exclusive Offer Inside!,Mobile,Opened,Clicked,None,0,0,72.05
EID_0318,UID_033,New_Arrival,1/14/2024 5:00,Don't Miss This Deal!,Mobile,Opened,Not Clicked,None,0,0,217.18
EID_0319,UID_298,New_Arrival,1/14/2024 6:00,Weekly Newsletter,Mobile,Opened,Not Clicked,None,0,0,75.82
EID_0320,UID_234,Flash_Sale,1/14/2024 7:00,Exclusive Offer Inside!,Tablet,Opened,Not Clicked,None,0,0,235.29
EID_0321,UID_077,Newsletter,1/14/2024 8:00,Final Hours!,Desktop,Opened,Not Clicked,None,0,0,98.32
EID_0322,UID_299,Newsletter,1/14/2024 9:00,Check Out New Arrivals,Mobile,Opened,Clicked,None,0,0,30.35
EID_0323,UID_004,Holiday_Deals,1/14/2024 10:00,Weekly Newsletter,Tablet,Not Opened,Not Clicked,None,0,0,63.6
EID_0324,UID_192,Spring_Sale,1/14/2024 11:00,Exclusive Offer Inside!,Mobile,Opened,Not Clicked,None,0,0,211.58
EID_0325,UID_198,Spring_Sale,1/14/2024 12:00,Exclusive Offer Inside!,Mobile,Opened,Not Clicked,None,0,0,249.48
EID_0326,UID_219,Holiday_Deals,1/14/2024 13:00,Check Out New Arrivals,Mobile,Opened,Not Clicked,None,0,0,272.64
EID_0327,UID_232,Newsletter,1/14/2024 14:00,Exclusive Offer Inside!,Mobile,Opened,Clicked,None,0,0,133.37
EID_0328,UID_158,Holiday_Deals,1/14/2024 15:00,Exclusive Offer Inside!,Mobile,Opened,Not Clicked,None,0,0,203.77
EID_0329,UID_202,Flash_Sale,1/14/2024 16:00,Don't Miss This Deal!,Mobile,Opened,Not Clicked,None,0,0,135.45
EID_0330,UID_180,New_Arrival,1/14/2024 17:00,Final Hours!,Desktop,Opened,Clicked,Hard Bounce,0,0,183.8
EID_0331,UID_279,Flash_Sale,1/14/2024 18:00,Check Out New Arrivals,Desktop,Opened,Clicked,None,0,0,161.86
EID_0332,UID_244,Flash_Sale,1/14/2024 19:00,Weekly Newsletter,Tablet,Opened,Clicked,None,0,0,176.57
EID_0333,UID_050,Newsletter,1/14/2024 20:00,Don't Miss This Deal!,Desktop,Opened,Not Clicked,None,0,0,23.92
EID_0334,UID_009,New_Arrival,1/14/2024 21:00,Weekly Newsletter,Tablet,Opened,Not Clicked,None,0,0,9.13
EID_0335,UID_234,Spring_Sale,1/14/2024 22:00,Don't Miss This Deal!,Mobile,Opened,Not Clicked,None,0,0,119.63
EID_0336,UID_235,Newsletter,1/14/2024 23:00,Exclusive Offer Inside!,Tablet,Opened,Clicked,Soft Bounce,0,0,186.62
EID_0337,UID_115,Newsletter,1/15/2024 0:00,Check Out New Arrivals,Tablet,Not Opened,Not Clicked,None,0,0,78.56
EID_0338,UID_072,Flash_Sale,1/15/2024 1:00,Don't Miss This Deal!,Desktop,Opened,Not Clicked,None,0,0,84.96
EID_0339,UID_106,New_Arrival,1/15/2024 2:00,Exclusive Offer Inside!,Tablet,Not Opened,Clicked,None,0,0,260.44
EID_0340,UID_072,Flash_Sale,1/15/2024 3:00,Don't Miss This Deal!,Mobile,Not Opened,Clicked,None,0,0,293.19
EID_0341,UID_082,Flash_Sale,1/15/2024 4:00,Final Hours!,Desktop,Not Opened,Clicked,None,0,0,281.93
EID_0342,UID_149,New_Arrival,1/15/2024 5:00,Check Out New Arrivals,Mobile,Opened,Not Clicked,Hard Bounce,0,0,139.81
EID_0343,UID_141,Newsletter,1/15/2024 6:00,Final Hours!,Mobile,Opened,Clicked,None,1,0,198.36
EID_0344,UID_283,Spring_Sale,1/15/2024 7:00,Weekly Newsletter,Tablet,Opened,Clicked,None,0,0,248.2
EID_0345,UID_239,Newsletter,1/15/2024 8:00,Final Hours!,Desktop,Opened,Not Clicked,None,0,0,225.05
EID_0346,UID_062,Newsletter,1/15/2024 9:00,Exclusive Offer Inside!,Tablet,Not Opened,Not Clicked,None,0,0,182.28
EID_0347,UID_296,Newsletter,1/15/2024 10:00,Weekly Newsletter,Tablet,Not Opened,Not Clicked,Hard Bounce,0,0,25.66
EID_0348,UID_208,New_Arrival,1/15/2024 11:00,Weekly Newsletter,Desktop,Opened,Clicked,None,0,0,26.47
EID_0349,UID_296,Newsletter,1/15/2024 12:00,Weekly Newsletter,Mobile,Opened,Not Clicked,None,0,0,6.81
EID_0350,UID_127,New_Arrival,1/15/2024 13:00,Check Out New Arrivals,Tablet,Not Opened,Not Clicked,None,0,0,151.47
EID_0351,UID_265,New_Arrival,1/15/2024 14:00,Weekly Newsletter,Tablet,Opened,Clicked,None,0,0,228.49
EID_0352,UID_209,Spring_Sale,1/15/2024 15:00,Final Hours!,Mobile,Opened,Not Clicked,None,0,0,249.71
EID_0353,UID_259,Flash_Sale,1/15/2024 16:00,Weekly Newsletter,Mobile,Opened,Clicked,Hard Bounce,0,0,161.03
EID_0354,UID_181,New_Arrival,1/15/2024 17:00,Check Out New Arrivals,Tablet,Not Opened,Clicked,None,0,0,58.6
EID_0355,UID_260,Spring_Sale,1/15/2024 18:00,Don't Miss This Deal!,Desktop,Opened,Not Clicked,None,0,1,150.71
EID_0356,UID_296,Flash_Sale,1/15/2024 19:00,Check Out New Arrivals,Tablet,Opened,Not Clicked,None,0,0,179.82
EID_0357,UID_180,New_Arrival,1/15/2024 20:00,Check Out New Arrivals,Tablet,Opened,Clicked,None,0,0,129.57
EID_0358,UID_206,Holiday_Deals,1/15/2024 21:00,Final Hours!,Mobile,Opened,Clicked,None,0,0,260.92
EID_0359,UID_200,Flash_Sale,1/15/2024 22:00,Don't Miss This Deal!,Desktop,Not Opened,Clicked,None,0,0,174.36
EID_0360,UID_030,Flash_Sale,1/15/2024 23:00,Exclusive Offer Inside!,Mobile,Opened,Clicked,None,0,0,214.4
EID_0361,UID_025,Newsletter,1/16/2024 0:00,Weekly Newsletter,Tablet,Opened,Clicked,None,0,0,242.69
EID_0362,UID_039,Flash_Sale,1/16/2024 1:00,Weekly Newsletter,Mobile,Opened,Clicked,None,0,0,95.31
EID_0363,UID_208,Holiday_Deals,1/16/2024 2:00,Final Hours!,Mobile,Not Opened,Not Clicked,None,0,1,167.87
EID_0364,UID_153,Spring_Sale,1/16/2024 3:00,Exclusive Offer Inside!,Desktop,Opened,Not Clicked,None,0,0,203.57
EID_0365,UID_033,Newsletter,1/16/2024 4:00,Don't Miss This Deal!,Mobile,Opened,Clicked,None,1,0,280.59
EID_0366,UID_116,Spring_Sale,1/16/2024 5:00,Check Out New Arrivals,Desktop,Opened,Not Clicked,None,0,0,167.93
EID_0367,UID_112,New_Arrival,1/16/2024 6:00,Weekly Newsletter,Desktop,Opened,Not Clicked,None,0,0,263.71
EID_0368,UID_180,Flash_Sale,1/16/2024 7:00,Don't Miss This Deal!,Desktop,Opened,Not Clicked,None,0,0,188.68
EID_0369,UID_202,Spring_Sale,1/16/2024 8:00,Final Hours!,Tablet,Opened,Not Clicked,None,0,0,39.61
EID_0370,UID_114,Newsletter,1/16/2024 9:00,Check Out New Arrivals,Tablet,Opened,Not Clicked,None,0,0,113.24
EID_0371,UID_073,Spring_Sale,1/16/2024 10:00,Final Hours!,Tablet,Opened,Not Clicked,Soft Bounce,0,0,178.19
EID_0372,UID_001,Spring_Sale,1/16/2024 11:00,Check Out New Arrivals,Desktop,Opened,Not Clicked,None,0,0,163.86
EID_0373,UID_226,Spring_Sale,1/16/2024 12:00,Check Out New Arrivals,Mobile,Opened,Clicked,None,0,0,165.15
EID_0374,UID_031,New_Arrival,1/16/2024 13:00,Weekly Newsletter,Desktop,Opened,Not Clicked,None,0,0,291.48
EID_0375,UID_277,Newsletter,1/16/2024 14:00,Final Hours!,Desktop,Opened,Not Clicked,Hard Bounce,0,0,154.66
EID_0376,UID_024,New_Arrival,1/16/2024 15:00,Don't Miss This Deal!,Mobile,Not Opened,Clicked,None,0,0,161.99
EID_0377,UID_019,Newsletter,1/16/2024 16:00,Don't Miss This Deal!,Tablet,Opened,Not Clicked,None,0,0,278.42
EID_0378,UID_061,Flash_Sale,1/16/2024 17:00,Weekly Newsletter,Tablet,Not Opened,Clicked,None,0,0,58.52
EID_0379,UID_112,Holiday_Deals,1/16/2024 18:00,Exclusive Offer Inside!,Desktop,Opened,Clicked,None,0,0,183.53
EID_0380,UID_124,New_Arrival,1/16/2024 19:00,Check Out New Arrivals,Desktop,Not Opened,Clicked,None,0,0,256.44
EID_0381,UID_020,New_Arrival,1/16/2024 20:00,Check Out New Arrivals,Mobile,Not Opened,Not Clicked,None,0,0,69.64
EID_0382,UID_117,Holiday_Deals,1/16/2024 21:00,Don't Miss This Deal!,Tablet,Opened,Clicked,None,0,0,39.82
EID_0383,UID_154,Holiday_Deals,1/16/2024 22:00,Don't Miss This Deal!,Tablet,Opened,Clicked,None,0,0,37.96
EID_0384,UID_127,Newsletter,1/16/2024 23:00,Exclusive Offer Inside!,Tablet,Opened,Not Clicked,None,0,0,284.52
EID_0385,UID_007,Newsletter,1/17/2024 0:00,Final Hours!,Mobile,Not Opened,Clicked,None,0,0,18.69
EID_0386,UID_072,Spring_Sale,1/17/2024 1:00,Exclusive Offer Inside!,Desktop,Opened,Not Clicked,None,0,0,28.44
EID_0387,UID_094,Spring_Sale,1/17/2024 2:00,Final Hours!,Mobile,Opened,Clicked,Hard Bounce,0,0,59.66
EID_0388,UID_011,Flash_Sale,1/17/2024 3:00,Final Hours!,Tablet,Not Opened,Not Clicked,Soft Bounce,0,0,137.42
EID_0389,UID_249,Holiday_Deals,1/17/2024 4:00,Weekly Newsletter,Tablet,Opened,Not Clicked,None,0,0,233.46
EID_0390,UID_072,Holiday_Deals,1/17/2024 5:00,Weekly Newsletter,Mobile,Opened,Not Clicked,None,0,0,28.55
EID_0391,UID_175,Flash_Sale,1/17/2024 6:00,Final Hours!,Desktop,Not Opened,Not Clicked,None,0,0,256.88
EID_0392,UID_192,Newsletter,1/17/2024 7:00,Final Hours!,Tablet,Not Opened,Clicked,None,0,0,54.2
EID_0393,UID_043,Spring_Sale,1/17/2024 8:00,Final Hours!,Tablet,Not Opened,Not Clicked,None,0,0,284.58
EID_0394,UID_235,Spring_Sale,1/17/2024 9:00,Exclusive Offer Inside!,Mobile,Not Opened,Clicked,None,0,0,86.56
EID_0395,UID_016,Newsletter,1/17/2024 10:00,Weekly Newsletter,Mobile,Opened,Clicked,None,0,0,89.69
EID_0396,UID_119,Holiday_Deals,1/17/2024 11:00,Exclusive Offer Inside!,Desktop,Opened,Not Clicked,None,0,0,31.64
EID_0397,UID_260,Spring_Sale,1/17/2024 12:00,Weekly Newsletter,Tablet,Opened,Clicked,Hard Bounce,0,0,19.22
EID_0398,UID_050,Holiday_Deals,1/17/2024 13:00,Check Out New Arrivals,Tablet,Opened,Clicked,None,0,0,149.35
EID_0399,UID_034,Flash_Sale,1/17/2024 14:00,Check Out New Arrivals,Mobile,Not Opened,Not Clicked,None,0,0,257.05
EID_0400,UID_254,Spring_Sale,1/17/2024 15:00,Don't Miss This Deal!,Mobile,Opened,Not Clicked,None,0,0,23.52
EID_0401,UID_232,Flash_Sale,1/17/2024 16:00,Weekly Newsletter,Mobile,Opened,Clicked,None,0,0,15.4
EID_0402,UID_291,Holiday_Deals,1/17/2024 17:00,Weekly Newsletter,Mobile,Opened,Clicked,None,0,0,129.81
EID_0403,UID_064,Holiday_Deals,1/17/2024 18:00,Final Hours!,Desktop,Opened,Clicked,None,0,0,125.92
EID_0404,UID_269,Flash_Sale,1/17/2024 19:00,Don't Miss This Deal!,Desktop,Opened,Not Clicked,None,0,0,257.36
EID_0405,UID_027,Holiday_Deals,1/17/2024 20:00,Check Out New Arrivals,Tablet,Not Opened,Clicked,None,0,0,53.92
EID_0406,UID_298,New_Arrival,1/17/2024 21:00,Check Out New Arrivals,Tablet,Opened,Clicked,None,0,0,237.17
EID_0407,UID_254,Spring_Sale,1/17/2024 22:00,Exclusive Offer Inside!,Desktop,Not Opened,Clicked,None,0,0,90.64
EID_0408,UID_144,Holiday_Deals,1/17/2024 23:00,Check Out New Arrivals,Mobile,Not Opened,Not Clicked,None,1,0,14.42
EID_0409,UID_235,Newsletter,1/18/2024 0:00,Exclusive Offer Inside!,Tablet,Opened,Not Clicked,None,0,0,109.21
EID_0410,UID_181,Newsletter,1/18/2024 1:00,Exclusive Offer Inside!,Mobile,Opened,Not Clicked,None,0,0,119.04
EID_0411,UID_046,Flash_Sale,1/18/2024 2:00,Exclusive Offer Inside!,Mobile,Opened,Not Clicked,None,0,0,188.09
EID_0412,UID_293,Newsletter,1/18/2024 3:00,Check Out New Arrivals,Tablet,Opened,Clicked,None,0,0,74.82
EID_0413,UID_232,Holiday_Deals,1/18/2024 4:00,Weekly Newsletter,Mobile,Not Opened,Not Clicked,None,0,0,4.17
EID_0414,UID_202,Holiday_Deals,1/18/2024 5:00,Final Hours!,Tablet,Opened,Clicked,None,0,0,40.75
EID_0415,UID_143,Flash_Sale,1/18/2024 6:00,Final Hours!,Tablet,Opened,Not Clicked,None,0,0,74.21
