Session_ID,User_ID,Date,Page_URL,Device_Type,Browser,Operating_System,Traffic_Source,Country,City,Session_Duration_Seconds,Pages_Viewed,Conversions,Bounce,Revenue
SID_0220,UID_087,1/10/2024 3:00,/home,Mobile,Firefox,Android,Direct,USA,Delhi,385,6,0,0,416.39
SID_0221,UID_129,1/10/2024 4:00,/contact,Tablet,Safari,Linux,Paid Search,India,New York,569,2,0,1,36.14
SID_0222,UID_147,1/10/2024 5:00,/cart,Mobile,Edge,Android,Direct,UK,London,458,6,0,0,345.35
SID_0223,UID_126,1/10/2024 6:00,/product,Mobile,Edge,macOS,Direct,India,London,46,9,0,1,267.01
SID_0224,UID_130,1/10/2024 7:00,/checkout,Mobile,Safari,Windows,Referral,Germany,London,668,8,0,0,189.58
SID_0225,UID_053,1/10/2024 8:00,/product,Tablet,Firefox,Linux,Organic Search,Germany,Delhi,408,9,0,0,170.14
SID_0226,UID_172,1/10/2024 9:00,/contact,Desktop,Firefox,Linux,Direct,Germany,Delhi,709,8,1,1,310.42
SID_0227,UID_160,1/10/2024 10:00,/home,Mobile,Chrome,Android,Social,USA,New York,535,3,0,1,445.5
SID_0228,UID_198,1/10/2024 11:00,/home,Desktop,Edge,macOS,Social,Canada,Toronto,785,8,0,0,248.09
SID_0229,UID_160,1/10/2024 12:00,/checkout,Desktop,Chrome,macOS,Referral,India,New York,105,6,0,0,412.36
SID_0230,UID_068,1/10/2024 13:00,/home,Tablet,Chrome,Android,Organic Search,India,London,260,6,0,0,201.08
SID_0231,UID_183,1/10/2024 14:00,/home,Desktop,Safari,macOS,Organic Search,India,New York,745,6,0,0,51.2
SID_0232,UID_184,1/10/2024 15:00,/checkout,Desktop,Safari,iOS,Social,India,Toronto,277,3,0,0,30.75
SID_0233,UID_123,1/10/2024 16:00,/checkout,Tablet,Chrome,Windows,Paid Search,Germany,Delhi,331,1,0,0,25.67
SID_0234,UID_145,1/10/2024 17:00,/contact,Mobile,Edge,Linux,Referral,India,New York,755,4,0,1,190.08
SID_0235,UID_038,1/10/2024 18:00,/home,Desktop,Safari,Windows,Referral,Canada,London,244,6,0,0,168.62
SID_0236,UID_024,1/10/2024 19:00,/home,Tablet,Chrome,Linux,Social,Germany,London,187,2,0,0,358.97
SID_0237,UID_069,1/10/2024 20:00,/contact,Desktop,Chrome,iOS,Social,India,Delhi,98,7,0,0,371.41
SID_0238,UID_116,1/10/2024 21:00,/cart,Desktop,Chrome,macOS,Paid Search,USA,New York,422,7,1,0,25.43
SID_0239,UID_098,1/10/2024 22:00,/cart,Mobile,Chrome,Android,Paid Search,UK,Toronto,114,4,0,0,110.56
SID_0240,UID_198,1/10/2024 23:00,/cart,Desktop,Chrome,iOS,Organic Search,UK,Delhi,296,4,0,0,137.13
SID_0241,UID_139,1/11/2024 0:00,/contact,Tablet,Chrome,Windows,Referral,UK,New York,98,1,0,1,273.81
SID_0242,UID_144,1/11/2024 1:00,/home,Desktop,Safari,Android,Referral,Germany,Berlin,640,2,0,1,72.26
SID_0243,UID_097,1/11/2024 2:00,/contact,Mobile,Edge,macOS,Social,India,London,376,9,0,0,66.97
SID_0244,UID_124,1/11/2024 3:00,/contact,Mobile,Chrome,iOS,Organic Search,Germany,Toronto,757,8,0,0,471.89
SID_0245,UID_187,1/11/2024 4:00,/cart,Tablet,Firefox,Android,Referral,Canada,Toronto,702,8,0,0,402.1
SID_0246,UID_070,1/11/2024 5:00,/product,Mobile,Safari,iOS,Organic Search,USA,Toronto,452,9,0,1,90.33
SID_0247,UID_093,1/11/2024 6:00,/home,Desktop,Safari,iOS,Organic Search,USA,London,635,7,0,1,203.28
SID_0248,UID_003,1/11/2024 7:00,/cart,Mobile,Chrome,macOS,Social,UK,New York,203,9,0,0,177.81
SID_0249,UID_148,1/11/2024 8:00,/product,Tablet,Safari,Linux,Organic Search,UK,Delhi,706,2,0,0,395.5
SID_0250,UID_187,1/11/2024 9:00,/product,Mobile,Chrome,Android,Paid Search,UK,New York,144,6,0,1,255.11
SID_0251,UID_164,1/11/2024 10:00,/checkout,Mobile,Edge,macOS,Paid Search,India,Delhi,249,3,0,0,63.92
SID_0252,UID_147,1/11/2024 11:00,/home,Mobile,Edge,iOS,Direct,Canada,Toronto,60,6,0,0,369.5
SID_0253,UID_090,1/11/2024 12:00,/product,Tablet,Safari,macOS,Social,Canada,New York,552,3,0,1,198.44
SID_0254,UID_195,1/11/2024 13:00,/cart,Mobile,Safari,Linux,Direct,Canada,Toronto,372,8,0,1,131.46
SID_0255,UID_147,1/11/2024 14:00,/checkout,Mobile,Firefox,Android,Paid Search,Canada,Berlin,406,4,1,0,187.75
SID_0256,UID_148,1/11/2024 15:00,/home,Desktop,Safari,Linux,Direct,UK,Toronto,159,6,0,0,248.88
SID_0257,UID_096,1/11/2024 16:00,/contact,Tablet,Firefox,Windows,Social,USA,Toronto,646,9,0,0,171.56
SID_0258,UID_199,1/11/2024 17:00,/cart,Mobile,Edge,Android,Social,UK,Delhi,568,2,1,0,120.95
SID_0259,UID_052,1/11/2024 18:00,/product,Tablet,Edge,Linux,Organic Search,Canada,Berlin,768,2,0,0,199.25
SID_0260,UID_161,1/11/2024 19:00,/product,Mobile,Chrome,iOS,Referral,UK,Toronto,31,7,0,0,9.59
SID_0261,UID_168,1/11/2024 20:00,/cart,Mobile,Edge,Android,Organic Search,Canada,Toronto,130,2,0,1,386.25
SID_0262,UID_128,1/11/2024 21:00,/product,Mobile,Firefox,Android,Social,Germany,Berlin,562,2,0,1,85.47
SID_0263,UID_039,1/11/2024 22:00,/checkout,Desktop,Safari,macOS,Paid Search,USA,Berlin,87,4,1,0,21.95
SID_0264,UID_082,1/11/2024 23:00,/home,Desktop,Chrome,iOS,Paid Search,Germany,New York,418,9,0,0,326.85
SID_0265,UID_104,1/12/2024 0:00,/checkout,Desktop,Firefox,Windows,Organic Search,India,Delhi,721,8,0,0,386.97
SID_0266,UID_129,1/12/2024 1:00,/product,Tablet,Safari,Linux,Social,UK,Berlin,370,2,0,0,406.91
SID_0267,UID_011,1/12/2024 2:00,/contact,Tablet,Chrome,macOS,Paid Search,India,Berlin,890,8,0,0,246.75
SID_0268,UID_185,1/12/2024 3:00,/home,Desktop,Edge,Linux,Social,UK,London,49,4,0,0,102.68
SID_0269,UID_178,1/12/2024 4:00,/home,Tablet,Firefox,Windows,Paid Search,Germany,Berlin,284,2,0,1,368.61
SID_0270,UID_151,1/12/2024 5:00,/cart,Mobile,Safari,Windows,Social,Canada,Delhi,346,7,0,0,349.86
SID_0271,UID_159,1/12/2024 6:00,/cart,Mobile,Chrome,Android,Direct,Canada,Toronto,67,6,0,1,123.14
SID_0272,UID_042,1/12/2024 7:00,/contact,Mobile,Chrome,Windows,Social,UK,Toronto,689,5,1,1,451.7
SID_0273,UID_099,1/12/2024 8:00,/home,Desktop,Edge,Linux,Social,Canada,Toronto,566,1,0,0,52.19
SID_0274,UID_007,1/12/2024 9:00,/contact,Tablet,Safari,iOS,Organic Search,Germany,Toronto,415,2,0,0,491.34
SID_0275,UID_144,1/12/2024 10:00,/cart,Desktop,Edge,iOS,Direct,Canada,London,662,8,0,1,430.12
SID_0276,UID_090,1/12/2024 11:00,/cart,Tablet,Edge,Android,Referral,Germany,Berlin,55,1,0,1,343.95
SID_0277,UID_112,1/12/2024 12:00,/home,Mobile,Safari,Linux,Organic Search,India,Toronto,483,3,0,0,469.37
SID_0278,UID_060,1/12/2024 13:00,/checkout,Desktop,Safari,Linux,Referral,Germany,New York,710,2,1,0,361.16
SID_0279,UID_113,1/12/2024 14:00,/product,Tablet,Safari,Windows,Paid Search,USA,Toronto,352,5,0,0,95.23
SID_0280,UID_002,1/12/2024 15:00,/cart,Tablet,Firefox,Linux,Referral,USA,Berlin,766,4,0,1,221.08
SID_0281,UID_129,1/12/2024 16:00,/cart,Mobile,Safari,macOS,Social,USA,Toronto,542,7,0,0,35.75
SID_0282,UID_048,1/12/2024 17:00,/checkout,Desktop,Chrome,Windows,Referral,UK,London,848,5,0,0,194.83
SID_0283,UID_140,1/12/2024 18:00,/checkout,Desktop,Edge,macOS,Organic Search,UK,Delhi,802,8,0,1,370.8
SID_0284,UID_197,1/12/2024 19:00,/contact,Desktop,Firefox,Android,Organic Search,UK,Delhi,42,4,0,0,193.22
SID_0285,UID_037,1/12/2024 20:00,/contact,Mobile,Safari,iOS,Referral,Germany,Berlin,589,6,0,0,165.15
SID_0286,UID_160,1/12/2024 21:00,/product,Desktop,Firefox,Android,Organic Search,UK,Delhi,854,4,0,0,297.68
SID_0287,UID_009,1/12/2024 22:00,/product,Mobile,Safari,iOS,Organic Search,India,Delhi,400,2,0,1,436.1
SID_0288,UID_099,1/12/2024 23:00,/home,Mobile,Firefox,Android,Referral,USA,New York,320,1,1,0,23.79
SID_0289,UID_147,1/13/2024 0:00,/contact,Mobile,Edge,Linux,Direct,Germany,Berlin,361,1,0,0,192.74
SID_0290,UID_048,1/13/2024 1:00,/cart,Tablet,Edge,macOS,Direct,USA,Berlin,635,8,0,0,79.12
SID_0291,UID_131,1/13/2024 2:00,/contact,Desktop,Chrome,iOS,Paid Search,UK,Delhi,290,4,0,0,347.68
SID_0292,UID_148,1/13/2024 3:00,/cart,Desktop,Chrome,Windows,Organic Search,Germany,Delhi,819,5,0,0,52.86
SID_0293,UID_152,1/13/2024 4:00,/checkout,Mobile,Safari,macOS,Referral,Canada,Delhi,234,8,1,0,332.4
SID_0294,UID_054,1/13/2024 5:00,/contact,Mobile,Edge,Windows,Organic Search,India,London,726,7,0,0,143.09
SID_0295,UID_120,1/13/2024 6:00,/checkout,Desktop,Firefox,macOS,Social,UK,Toronto,716,8,0,1,99.46
SID_0296,UID_161,1/13/2024 7:00,/product,Mobile,Firefox,macOS,Organic Search,UK,London,416,8,0,1,468.18
SID_0297,UID_152,1/13/2024 8:00,/product,Desktop,Firefox,Android,Organic Search,India,Berlin,850,6,0,0,9.26
SID_0298,UID_116,1/13/2024 9:00,/home,Tablet,Chrome,iOS,Direct,India,New York,497,2,0,0,218.89
SID_0299,UID_075,1/13/2024 10:00,/contact,Mobile,Firefox,iOS,Referral,Canada,Toronto,444,6,0,0,10.81
SID_0300,UID_113,1/13/2024 11:00,/checkout,Desktop,Chrome,macOS,Organic Search,UK,New York,98,1,0,1,241.8
SID_0301,UID_164,1/13/2024 12:00,/cart,Mobile,Chrome,Linux,Direct,UK,Berlin,501,1,0,0,250.52
SID_0302,UID_166,1/13/2024 13:00,/product,Desktop,Safari,Linux,Paid Search,USA,Berlin,133,3,0,0,160.83
SID_0303,UID_104,1/13/2024 14:00,/product,Desktop,Firefox,Windows,Direct,Germany,New York,787,3,0,0,66.08
SID_0304,UID_084,1/13/2024 15:00,/cart,Mobile,Firefox,Windows,Direct,Germany,New York,190,5,0,0,188.19
SID_0305,UID_112,1/13/2024 16:00,/checkout,Tablet,Edge,Android,Direct,USA,New York,229,1,0,0,336.13
SID_0306,UID_099,1/13/2024 17:00,/checkout,Desktop,Safari,macOS,Organic Search,Germany,Berlin,245,6,0,0,391.2
SID_0307,UID_153,1/13/2024 18:00,/contact,Desktop,Edge,Windows,Organic Search,India,Delhi,241,7,0,0,265.38
SID_0308,UID_093,1/13/2024 19:00,/contact,Desktop,Safari,Windows,Paid Search,Germany,New York,537,3,0,1,294.92
SID_0309,UID_146,1/13/2024 20:00,/home,Tablet,Firefox,macOS,Social,Germany,Toronto,45,4,0,0,100.31
SID_0310,UID_128,1/13/2024 21:00,/product,Tablet,Chrome,Android,Social,USA,Berlin,527,3,0,0,143.67
SID_0311,UID_110,1/13/2024 22:00,/contact,Mobile,Chrome,Windows,Social,Canada,London,361,1,0,0,80.95
SID_0312,UID_082,1/13/2024 23:00,/checkout,Tablet,Chrome,Android,Paid Search,Germany,London,746,8,0,0,124.65
SID_0313,UID_194,1/14/2024 0:00,/cart,Mobile,Chrome,iOS,Social,Germany,Toronto,580,2,0,0,112.44
SID_0314,UID_054,1/14/2024 1:00,/checkout,Mobile,Chrome,Android,Social,Canada,Delhi,630,1,0,0,259.72
SID_0315,UID_163,1/14/2024 2:00,/product,Tablet,Edge,Linux,Direct,USA,New York,285,8,0,0,281.34
SID_0316,UID_189,1/14/2024 3:00,/checkout,Mobile,Safari,Linux,Organic Search,Canada,Berlin,795,7,0,0,472.47
SID_0317,UID_169,1/14/2024 4:00,/home,Tablet,Firefox,Android,Organic Search,USA,New York,757,7,0,0,97.79
SID_0318,UID_161,1/14/2024 5:00,/product,Mobile,Edge,Linux,Direct,India,Berlin,844,4,0,0,320.84
SID_0319,UID_068,1/14/2024 6:00,/cart,Tablet,Safari,iOS,Direct,USA,London,201,9,0,1,408.63
SID_0320,UID_033,1/14/2024 7:00,/home,Tablet,Chrome,macOS,Direct,India,New York,678,6,0,0,280.12
SID_0321,UID_142,1/14/2024 8:00,/product,Mobile,Safari,Linux,Organic Search,India,Toronto,527,2,0,0,127.5
SID_0322,UID_021,1/14/2024 9:00,/cart,Desktop,Safari,Linux,Social,USA,Delhi,500,1,0,0,131.28
SID_0323,UID_048,1/14/2024 10:00,/home,Mobile,Chrome,Android,Direct,UK,Toronto,413,1,0,0,19.63
SID_0324,UID_148,1/14/2024 11:00,/home,Tablet,Chrome,iOS,Paid Search,USA,Delhi,719,9,0,0,152.72
SID_0325,UID_128,1/14/2024 12:00,/product,Desktop,Chrome,macOS,Direct,Germany,New York,618,4,0,0,372.3
SID_0326,UID_136,1/14/2024 13:00,/contact,Mobile,Firefox,Android,Referral,Germany,New York,729,5,0,1,23.76
SID_0327,UID_135,1/14/2024 14:00,/home,Mobile,Chrome,Android,Direct,UK,Delhi,536,3,0,0,109.65
SID_0328,UID_195,1/14/2024 15:00,/home,Mobile,Firefox,iOS,Organic Search,India,London,556,4,0,0,353.12
SID_0329,UID_145,1/14/2024 16:00,/cart,Desktop,Chrome,macOS,Direct,UK,Berlin,833,8,0,1,391.33
SID_0330,UID_128,1/14/2024 17:00,/checkout,Tablet,Firefox,iOS,Referral,Germany,Toronto,860,4,0,1,227.66
SID_0331,UID_033,1/14/2024 18:00,/product,Mobile,Safari,macOS,Paid Search,UK,Toronto,354,9,0,0,349.04
SID_0332,UID_176,1/14/2024 19:00,/product,Mobile,Edge,iOS,Social,USA,Toronto,243,9,0,0,193.98
SID_0333,UID_187,1/14/2024 20:00,/contact,Mobile,Safari,Android,Direct,UK,New York,237,6,0,0,79.96
SID_0334,UID_115,1/14/2024 21:00,/contact,Mobile,Safari,Android,Referral,India,Toronto,198,2,0,0,199.07
SID_0335,UID_119,1/14/2024 22:00,/product,Mobile,Chrome,Windows,Referral,USA,Berlin,359,7,0,0,289.98
SID_0336,UID_022,1/14/2024 23:00,/contact,Tablet,Firefox,Linux,Paid Search,Canada,Berlin,309,9,0,0,474.03
SID_0337,UID_158,1/15/2024 0:00,/cart,Tablet,Edge,iOS,Organic Search,Germany,Delhi,334,6,1,1,34.38
SID_0338,UID_038,1/15/2024 1:00,/product,Mobile,Chrome,Windows,Direct,Germany,New York,175,3,0,0,253.7
SID_0339,UID_109,1/15/2024 2:00,/contact,Desktop,Chrome,Linux,Referral,UK,Berlin,804,7,0,0,164.46
SID_0340,UID_051,1/15/2024 3:00,/product,Tablet,Chrome,iOS,Paid Search,USA,London,545,5,1,0,254.16
SID_0341,UID_182,1/15/2024 4:00,/checkout,Desktop,Safari,macOS,Social,Canada,New York,119,1,0,1,11.99
SID_0342,UID_008,1/15/2024 5:00,/home,Tablet,Firefox,Linux,Referral,USA,New York,482,3,0,0,156.51
SID_0343,UID_027,1/15/2024 6:00,/product,Mobile,Firefox,Android,Paid Search,Germany,Berlin,89,5,0,0,409.93
SID_0344,UID_027,1/15/2024 7:00,/home,Tablet,Edge,Windows,Organic Search,USA,London,340,7,0,0,276.97
SID_0345,UID_021,1/15/2024 8:00,/contact,Mobile,Firefox,Linux,Organic Search,Canada,Delhi,557,3,0,0,225.29
SID_0346,UID_030,1/15/2024 9:00,/home,Tablet,Firefox,Linux,Referral,UK,Berlin,256,6,0,0,142.76
SID_0347,UID_097,1/15/2024 10:00,/product,Mobile,Chrome,Android,Referral,India,London,503,5,0,0,149.02
SID_0348,UID_028,1/15/2024 11:00,/checkout,Mobile,Chrome,iOS,Direct,USA,New York,570,1,0,0,191.55
SID_0349,UID_111,1/15/2024 12:00,/contact,Mobile,Safari,macOS,Paid Search,India,London,692,6,0,0,417.79
SID_0350,UID_192,1/15/2024 13:00,/product,Mobile,Chrome,Android,Referral,Germany,New York,786,8,0,0,483.61
SID_0351,UID_197,1/15/2024 14:00,/contact,Desktop,Chrome,macOS,Direct,UK,Berlin,811,1,0,0,219.33
SID_0352,UID_061,1/15/2024 15:00,/cart,Mobile,Chrome,iOS,Direct,UK,Berlin,108,2,0,0,196.68
SID_0353,UID_048,1/15/2024 16:00,/home,Desktop,Chrome,Linux,Referral,USA,Toronto,462,4,0,0,423.28
SID_0354,UID_147,1/15/2024 17:00,/cart,Desktop,Safari,macOS,Organic Search,UK,Toronto,830,2,1,0,213.45
SID_0355,UID_004,1/15/2024 18:00,/product,Mobile,Chrome,Windows,Paid Search,USA,Toronto,182,9,0,0,276.01
SID_0356,UID_035,1/15/2024 19:00,/checkout,Desktop,Edge,Windows,Paid Search,USA,Berlin,818,8,0,1,115.47
SID_0357,UID_192,1/15/2024 20:00,/contact,Tablet,Edge,Android,Organic Search,India,Delhi,430,8,0,0,371.75
SID_0358,UID_049,1/15/2024 21:00,/home,Mobile,Edge,iOS,Referral,UK,Berlin,308,4,0,0,265.99
SID_0359,UID_017,1/15/2024 22:00,/contact,Desktop,Edge,Android,Paid Search,USA,London,86,5,0,0,404.52
SID_0360,UID_172,1/15/2024 23:00,/product,Mobile,Chrome,Android,Referral,India,Berlin,215,4,1,1,390.37
SID_0361,UID_158,1/16/2024 0:00,/contact,Mobile,Edge,Android,Referral,Canada,Berlin,427,9,0,1,107.5
SID_0362,UID_046,1/16/2024 1:00,/home,Mobile,Chrome,Windows,Direct,India,New York,634,2,0,0,357.82
SID_0363,UID_117,1/16/2024 2:00,/product,Desktop,Safari,Windows,Organic Search,India,New York,817,8,0,0,400.03
SID_0364,UID_006,1/16/2024 3:00,/contact,Tablet,Edge,Android,Referral,USA,New York,187,2,0,0,173.05
SID_0365,UID_099,1/16/2024 4:00,/checkout,Tablet,Firefox,Windows,Social,Germany,Berlin,816,1,0,0,86.3
SID_0366,UID_124,1/16/2024 5:00,/product,Desktop,Edge,iOS,Organic Search,Germany,Delhi,722,3,0,1,1.32
SID_0367,UID_037,1/16/2024 6:00,/product,Mobile,Edge,Android,Paid Search,Germany,London,388,9,0,0,225.45
SID_0368,UID_024,1/16/2024 7:00,/checkout,Desktop,Chrome,Windows,Direct,India,London,469,3,0,0,176.22
SID_0369,UID_093,1/16/2024 8:00,/cart,Desktop,Edge,macOS,Paid Search,USA,Delhi,618,9,0,1,277.45
SID_0370,UID_046,1/16/2024 9:00,/home,Desktop,Firefox,Android,Paid Search,UK,Delhi,495,7,0,1,94.02
SID_0371,UID_181,1/16/2024 10:00,/cart,Mobile,Chrome,Android,Organic Search,India,London,692,1,0,0,429.83
SID_0372,UID_095,1/16/2024 11:00,/contact,Desktop,Chrome,iOS,Paid Search,India,Toronto,475,5,0,0,128.88
SID_0373,UID_099,1/16/2024 12:00,/checkout,Mobile,Safari,Linux,Referral,USA,New York,779,9,0,0,113.21
SID_0374,UID_188,1/16/2024 13:00,/cart,Desktop,Safari,Linux,Paid Search,Canada,New York,830,3,0,1,240.36
SID_0375,UID_116,1/16/2024 14:00,/product,Tablet,Edge,iOS,Direct,India,London,772,9,1,1,249.43
SID_0376,UID_191,1/16/2024 15:00,/contact,Desktop,Safari,iOS,Direct,Canada,Delhi,517,5,0,0,107.54
SID_0377,UID_160,1/16/2024 16:00,/contact,Desktop,Safari,iOS,Social,Canada,Toronto,559,9,1,0,135.93
SID_0378,UID_161,1/16/2024 17:00,/cart,Tablet,Safari,Linux,Direct,Germany,London,102,6,0,1,84.85
SID_0379,UID_067,1/16/2024 18:00,/cart,Mobile,Chrome,iOS,Paid Search,USA,New York,730,9,1,0,359.23
SID_0380,UID_128,1/16/2024 19:00,/checkout,Mobile,Chrome,Windows,Direct,Canada,Berlin,46,7,0,0,385.04
SID_0381,UID_018,1/16/2024 20:00,/home,Desktop,Chrome,Android,Organic Search,USA,Delhi,560,7,1,1,231.16
SID_0382,UID_025,1/16/2024 21:00,/cart,Tablet,Safari,Android,Direct,Germany,Berlin,760,8,0,0,357.04
SID_0383,UID_054,1/16/2024 22:00,/cart,Mobile,Chrome,macOS,Referral,USA,London,355,7,0,0,367.97
SID_0384,UID_058,1/16/2024 23:00,/product,Desktop,Safari,macOS,Organic Search,India,New York,661,9,1,1,69.14
SID_0385,UID_067,1/17/2024 0:00,/contact,Tablet,Chrome,Android,Social,Canada,Toronto,642,9,0,1,483.09
SID_0386,UID_104,1/17/2024 1:00,/home,Mobile,Chrome,Windows,Referral,USA,Berlin,575,6,0,0,410.52
SID_0387,UID_174,1/17/2024 2:00,/product,Mobile,Firefox,Linux,Paid Search,UK,Toronto,625,7,0,0,102.24
SID_0388,UID_024,1/17/2024 3:00,/checkout,Tablet,Edge,Linux,Paid Search,USA,New York,737,2,1,0,93.08
SID_0389,UID_114,1/17/2024 4:00,/checkout,Tablet,Safari,Windows,Paid Search,Canada,Berlin,871,9,0,0,62.83
SID_0390,UID_032,1/17/2024 5:00,/cart,Tablet,Firefox,Linux,Referral,Germany,Toronto,231,1,0,0,69.19
SID_0391,UID_175,1/17/2024 6:00,/cart,Tablet,Chrome,iOS,Referral,Germany,Toronto,373,1,0,1,374.08
SID_0392,UID_086,1/17/2024 7:00,/checkout,Desktop,Safari,Android,Referral,Canada,Berlin,882,3,0,0,234.83
SID_0393,UID_151,1/17/2024 8:00,/cart,Tablet,Chrome,Android,Organic Search,India,New York,552,6,0,0,391.47
SID_0394,UID_194,1/17/2024 9:00,/home,Mobile,Edge,Windows,Organic Search,India,Toronto,888,5,0,0,373.13
SID_0395,UID_127,1/17/2024 10:00,/cart,Mobile,Firefox,Linux,Paid Search,Germany,London,429,2,0,1,302.31
SID_0396,UID_155,1/17/2024 11:00,/contact,Desktop,Edge,macOS,Direct,Germany,Berlin,247,9,1,0,343.18
SID_0397,UID_130,1/17/2024 12:00,/cart,Mobile,Firefox,macOS,Paid Search,Canada,Delhi,474,4,0,0,9.18
SID_0398,UID_017,1/17/2024 13:00,/product,Mobile,Chrome,Linux,Social,India,Delhi,794,4,0,0,155.89
SID_0399,UID_104,1/17/2024 14:00,/home,Tablet,Edge,macOS,Organic Search,Germany,New York,251,5,0,0,318.91
SID_0400,UID_161,1/17/2024 15:00,/product,Mobile,Edge,Windows,Referral,India,London,412,8,0,0,4.67
SID_0401,UID_137,1/17/2024 16:00,/product,Desktop,Chrome,Windows,Organic Search,Germany,Toronto,621,4,0,0,16.49
SID_0402,UID_043,1/17/2024 17:00,/contact,Tablet,Edge,Linux,Referral,USA,Delhi,36,5,0,0,425.94
SID_0403,UID_176,1/17/2024 18:00,/home,Tablet,Safari,macOS,Social,UK,New York,301,4,0,0,342.01
SID_0404,UID_039,1/17/2024 19:00,/home,Desktop,Firefox,Windows,Social,USA,London,768,6,0,0,132.68
SID_0405,UID_170,1/17/2024 20:00,/home,Tablet,Firefox,Windows,Organic Search,Germany,London,45,3,0,0,343.98
SID_0406,UID_026,1/17/2024 21:00,/home,Tablet,Firefox,iOS,Referral,UK,New York,453,8,0,0,396.23
SID_0407,UID_099,1/17/2024 22:00,/home,Desktop,Safari,iOS,Social,UK,New York,553,6,0,0,153.4
SID_0408,UID_050,1/17/2024 23:00,/contact,Tablet,Firefox,Windows,Paid Search,Germany,Toronto,832,5,0,0,18.02
SID_0409,UID_153,1/18/2024 0:00,/cart,Desktop,Chrome,Linux,Paid Search,Germany,New York,782,2,0,0,466.39
SID_0410,UID_152,1/18/2024 1:00,/product,Desktop,Edge,Android,Referral,India,Toronto,50,7,0,0,172.59
SID_0411,UID_013,1/18/2024 2:00,/home,Mobile,Safari,Android,Organic Search,Germany,Toronto,719,2,0,0,53.24
SID_0412,UID_060,1/18/2024 3:00,/cart,Mobile,Firefox,Windows,Social,Canada,Berlin,257,1,0,0,245.93
SID_0413,UID_135,1/18/2024 4:00,/cart,Tablet,Chrome,Windows,Organic Search,Germany,London,814,7,0,0,384.23
SID_0414,UID_057,1/18/2024 5:00,/product,Tablet,Edge,Windows,Paid Search,Canada,London,317,5,0,1,110.82
SID_0415,UID_036,1/18/2024 6:00,/contact,Desktop,Edge,Linux,Social,Germany,London,838,1,0,1,134.75
SID_0416,UID_173,1/18/2024 7:00,/checkout,Tablet,Safari,iOS,Organic Search,India,Berlin,163,4,0,0,121.36
SID_0417,UID_020,1/18/2024 8:00,/checkout,Desktop,Safari,Windows,Direct,Canada,Toronto,312,4,0,0,495.84
SID_0418,UID_065,1/18/2024 9:00,/cart,Desktop,Safari,Windows,Referral,USA,Toronto,433,7,0,0,98.7
SID_0419,UID_008,1/18/2024 10:00,/product,Tablet,Chrome,macOS,Referral,Canada,New York,694,9,0,0,287.76
SID_0420,UID_144,1/18/2024 11:00,/checkout,Desktop,Chrome,Linux,Direct,India,Berlin,95,2,0,0,462.63
SID_0421,UID_142,1/18/2024 12:00,/cart,Mobile,Safari,Windows,Paid Search,Canada,New York,678,1,0,0,73.45
SID_0422,UID_115,1/18/2024 13:00,/contact,Tablet,Firefox,macOS,Social,Germany,Berlin,633,2,0,0,485.43
SID_0423,UID_143,1/18/2024 14:00,/checkout,Mobile,Edge,Android,Referral,Germany,New York,466,7,0,1,473.74
SID_0424,UID_092,1/18/2024 15:00,/cart,Tablet,Edge,Windows,Direct,India,Delhi,858,6,0,0,442.29
SID_0425,UID_098,1/18/2024 16:00,/cart,Desktop,Chrome,Windows,Direct,UK,London,288,4,0,1,107.28
SID_0426,UID_066,1/18/2024 17:00,/home,Tablet,Edge,macOS,Paid Search,Germany,London,132,1,0,1,317.03
SID_0427,UID_032,1/18/2024 18:00,/contact,Mobile,Firefox,Linux,Paid Search,USA,Toronto,596,1,0,0,380.45
SID_0428,UID_191,1/18/2024 19:00,/home,Desktop,Edge,Windows,Organic Search,India,Delhi,798,5,0,0,493.01
SID_0429,UID_086,1/18/2024 20:00,/product,Tablet,Chrome,Android,Referral,Canada,London,130,1,0,0,90.21
SID_0430,UID_051,1/18/2024 21:00,/home,Tablet,Chrome,Windows,Organic Search,Canada,Toronto,227,7,0,0,383.01
SID_0431,UID_153,1/18/2024 22:00,/home,Tablet,Firefox,Android,Direct,USA,Delhi,842,1,0,0,169.4
SID_0432,UID_186,1/18/2024 23:00,/checkout,Mobile,Firefox,iOS,Social,Germany,London,255,1,0,0,87.81
SID_0433,UID_063,1/19/2024 0:00,/cart,Mobile,Edge,iOS,Social,India,New York,492,2,0,0,210.69
SID_0434,UID_190,1/19/2024 1:00,/contact,Tablet,Edge,Android,Paid Search,USA,Berlin,266,3,0,1,396.92
SID_0435,UID_125,1/19/2024 2:00,/home,Desktop,Chrome,Linux,Social,Germany,Delhi,55,1,0,0,232.42
SID_0436,UID_150,1/19/2024 3:00,/contact,Desktop,Firefox,Windows,Social,India,Toronto,150,9,0,1,268.76
SID_0437,UID_058,1/19/2024 4:00,/home,Mobile,Firefox,Windows,Social,Canada,Delhi,535,8,0,0,497.58
SID_0438,UID_058,1/19/2024 5:00,/product,Desktop,Firefox,iOS,Direct,India,Toronto,211,5,0,1,199.55
SID_0439,UID_086,1/19/2024 6:00,/home,Mobile,Edge,Android,Social,UK,Delhi,740,2,0,0,307.7
SID_0440,UID_049,1/19/2024 7:00,/checkout,Tablet,Firefox,Windows,Social,India,Toronto,843,5,0,0,182.62
